property_code,address_1,city,state,zipcode,beds,baths,sqft,market_rent,lat,lng,districtMatch,estimatedPrice,annualTaxes,costofMoney,maintenance,management,ROI,RentperSqFt,percentFreeDiscLunch,percentofAfricanAmericanStudents,percentofAsianStudents,percentofHispanicStudents,percentofIndianStudents,percentofPacificIslanderStudents,percentofTwoOrMoreRaceStudents,percentofWhiteStudents,rankMovement
10064043,3690 Magnolia St,Denver,CO,80207,3,1.0,1544,2165.0,39.76843,-104.91145,Denver County 1 School District,498887.45,2794.0,19955.5,3247.5,2078.4,-2095.400000000001,1.4,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
10064060,574 S Joplin St,Aurora,CO,80017,3,2.0,1596,2490.0,39.70518,-104.80328,Adams-Arapahoe 28J School District,337550.0,1890.0,13502.0,3735.0,2390.4,8362.599999999999,1.56,77.80837209302327,16.370465116279068,5.282325581395349,55.53395348837209,0.7425581395348836,1.0704651162790697,6.084186046511626,14.91813953488372,-39.372093023255815
10064086,2655 Atchison St,Aurora,CO,80011,3,1.5,1285,2085.0,39.75506,-104.82432,Adams-Arapahoe 28J School District,372444.5,2086.0,14897.78,3127.5,2001.6,2907.119999999999,1.62,77.80837209302327,16.370465116279068,5.282325581395349,55.53395348837209,0.7425581395348836,1.0704651162790697,6.084186046511626,14.91813953488372,-39.372093023255815
10064107,4642 Malaya St,Denver,CO,80249,3,2.0,1610,2296.0,39.78064,-104.74189,Denver County 1 School District,380709.45,2132.0,15228.38,3444.0,2204.16,4543.459999999999,1.43,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
10064108,14531 E Gunnison Pl,Aurora,CO,80012,3,2.5,1868,2545.0,39.68879,-104.81826,Adams-Arapahoe 28J School District,366835.0,2054.0,14673.4,3817.5,2443.2000000000003,7551.9000000000015,1.36,77.80837209302327,16.370465116279068,5.282325581395349,55.53395348837209,0.7425581395348836,1.0704651162790697,6.084186046511626,14.91813953488372,-39.372093023255815
10064112,18895 E Utah Cir,Aurora,CO,80017,3,2.0,1602,2445.0,39.68272,-104.76847,Adams-Arapahoe 28J School District,340590.0,1907.0,13623.6,3667.5,2347.2000000000003,7794.699999999997,1.53,77.80837209302327,16.370465116279068,5.282325581395349,55.53395348837209,0.7425581395348836,1.0704651162790697,6.084186046511626,14.91813953488372,-39.372093023255815
10064128,15682 E Colorado Ave,Aurora,CO,80017,3,1.5,1168,1995.0,39.6844,-104.80583,Adams-Arapahoe 28J School District,279534.5,1565.0,11181.38,2992.5,1915.2,6285.920000000002,1.71,77.80837209302327,16.370465116279068,5.282325581395349,55.53395348837209,0.7425581395348836,1.0704651162790697,6.084186046511626,14.91813953488372,-39.372093023255815
10064134,1205 Bluebird St,Brighton,CO,80601,3,2.0,1470,2325.0,39.9696,-104.83738,Brighton 27J School District,377390.0,2113.0,15095.6,3487.5,2232.0,4971.9000000000015,1.58,44.028888888888886,2.2016666666666667,2.924444444444445,53.73777777777777,0.3066666666666667,0.1738888888888889,2.99888888888889,37.654444444444444,-48.05555555555556
10064165,21103 E 45th Ave,Denver,CO,80249,3,2.0,1677,2296.0,39.77863,-104.74134,Denver County 1 School District,375939.4,2105.0,15037.58,3444.0,2204.16,4761.260000000002,1.37,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
10064179,5842 S Orleans Way,Centennial,CO,80015,3,2.0,1431,2500.0,39.61056,-104.73639,Cherry Creek 5 School District,441502.45,2472.0,17660.1,3750.0,2400.0,3717.9000000000015,1.75,31.316206896551716,10.956379310344833,8.528620689655174,20.997586206896553,0.5799999999999998,0.26362068965517244,8.194137931034483,50.48,-29.53448275862069
10064180,240 Bonanza Dr,Erie,CO,80516,4,2.5,1997,2915.0,40.00396,-105.03676,St. Vrain Valley RE 1J School District,499895.0,2799.0,19995.8,4372.5,2798.4,5014.300000000003,1.46,9.261999999999999,0.8799999999999999,3.5759999999999996,12.229999999999999,0.20600000000000002,0.07,2.9699999999999998,80.066,11.8
10064195,4509 Andes St,Denver,CO,80249,3,2.5,1650,2460.0,39.77975,-104.77171,Denver County 1 School District,391048.8,2190.0,15641.95,3690.0,2361.6,5636.449999999997,1.49,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
10064210,17306 E Mansfield Ave,Aurora,CO,80013,4,2.0,1569,2675.0,39.64554,-104.78758,Cherry Creek 5 School District,320815.0,1797.0,12832.6,4012.5,2568.0,10889.9,1.7,31.316206896551716,10.956379310344833,8.528620689655174,20.997586206896553,0.5799999999999998,0.26362068965517244,8.194137931034483,50.48,-29.53448275862069
10064214,5252 E 111th Pl,Thornton,CO,80233,3,2.0,2230,2850.0,39.89775,-104.92555,Adams 12 Five Star Schools,410728.25,2300.0,16429.13,4275.0,2736.0,8459.869999999999,1.28,47.38558139534882,1.9074418604651164,4.725348837209301,47.0013953488372,0.5467441860465118,0.14232558139534884,3.318837209302326,42.35930232558139,-23.3953488372093
10064246,8485 Prairie Clover Way,Parker,CO,80134,3,2.0,1576,2330.0,39.56301,-104.79547,Douglas County RE 1 School District,387640.0,2171.0,15505.6,3495.0,2236.8,4551.599999999999,1.48,10.782600000000002,1.2924,4.6368,13.5866,0.4134,0.10700000000000001,5.688199999999999,74.27559999999997,10.24
10064269,13115 Mercury Dr,Littleton,CO,80124,3,2.0,1769,2693.0,39.55175,-104.89382,Douglas County RE 1 School District,582160.0,3260.0,23286.4,4039.5,2585.28,-855.1800000000003,1.52,10.782600000000002,1.2924,4.6368,13.5866,0.4134,0.10700000000000001,5.688199999999999,74.27559999999997,10.24
10064296,5677 S Oak St,Littleton,CO,80127,4,2.0,1808,2700.0,39.613,-105.12,Jefferson County R-1 School District,496945.0,2783.0,19877.8,4050.0,2592.0,3097.2000000000007,1.49,37.161395348837225,1.4451937984496122,2.891472868217054,26.137131782945733,0.624031007751938,0.13503875968992252,4.070852713178295,64.696511627907,-23.294573643410853
10064325,12386 Roslyn Way,Thornton,CO,80602,3,2.5,4198,3385.0,39.92025,-104.89972,Brighton 27J School District,633074.95,3545.0,25323.0,5077.5,3249.6,3424.900000000001,0.81,44.028888888888886,2.2016666666666667,2.924444444444445,53.73777777777777,0.3066666666666667,0.1738888888888889,2.99888888888889,37.654444444444444,-48.05555555555556
10064326,4558 Biscay St,Denver,CO,80249,3,2.0,1799,2385.0,39.7791,-104.76667,Denver County 1 School District,386880.0,2167.0,15475.2,3577.5,2289.6,5110.699999999997,1.33,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
10064377,11027 Chesmore St,Highlands Ranch,CO,80130,3,2.5,2626,2925.0,39.51553,-104.94105,Douglas County RE 1 School District,767030.0,4295.0,30681.2,4387.5,2808.0,-7071.699999999997,1.11,10.782600000000002,1.2924,4.6368,13.5866,0.4134,0.10700000000000001,5.688199999999999,74.27559999999997,10.24
10064398,22226 E Oberlin Pl,Aurora,CO,80018,3,2.5,2998,2888.0,39.64165,-104.72837,Cherry Creek 5 School District,456465.0,2556.0,18258.6,4332.0,2772.48,6736.920000000002,0.96,31.316206896551716,10.956379310344833,8.528620689655174,20.997586206896553,0.5799999999999998,0.26362068965517244,8.194137931034483,50.48,-29.53448275862069
10064529,9499 Sherrelwood Ln,Highlands Ranch,CO,80126,4,3.0,2049,2650.0,39.54443,-104.97537,Douglas County RE 1 School District,486865.0,2726.0,19474.6,3975.0,2544.0,3080.400000000001,1.29,10.782600000000002,1.2924,4.6368,13.5866,0.4134,0.10700000000000001,5.688199999999999,74.27559999999997,10.24
10064580,3280 Queen Ct,Broomfield,CO,80020,3,3.0,1739,2525.0,39.92959,-105.02897,Adams 12 Five Star Schools,438640.0,2456.0,17545.6,3787.5,2424.0,4086.9000000000015,1.45,47.38558139534882,1.9074418604651164,4.725348837209301,47.0013953488372,0.5467441860465118,0.14232558139534884,3.318837209302326,42.35930232558139,-23.3953488372093
10064593,6424 W 115th Ave,Westminster,CO,80020,3,2.0,1344,2199.0,39.90394,-105.06804,Jefferson County R-1 School District,437186.85,2448.0,17487.47,3298.5,2111.04,1042.989999999998,1.64,37.161395348837225,1.4451937984496122,2.891472868217054,26.137131782945733,0.624031007751938,0.13503875968992252,4.070852713178295,64.696511627907,-23.294573643410853
10064613,11303 Haswell Ct,Parker,CO,80134,4,2.5,1687,2595.0,39.51924,-104.78172,Douglas County RE 1 School District,548129.45,3070.0,21925.18,3892.5,2491.2000000000003,-238.88000000000105,1.54,10.782600000000002,1.2924,4.6368,13.5866,0.4134,0.10700000000000001,5.688199999999999,74.27559999999997,10.24
10064617,10820 Utica Ct,Westminster,CO,80031,3,2.0,1509,2550.0,39.89445,-105.04502,Adams 12 Five Star Schools,531820.0,2978.0,21272.8,3825.0,2448.0,76.20000000000073,1.69,47.38558139534882,1.9074418604651164,4.725348837209301,47.0013953488372,0.5467441860465118,0.14232558139534884,3.318837209302326,42.35930232558139,-23.3953488372093
10064659,13561 Vallejo St,Westminster,CO,80234,3,2.0,1407,2325.0,39.94125,-105.01434,Adams 12 Five Star Schools,494730.0,2770.0,19789.2,3487.5,2232.0,-378.7000000000007,1.65,47.38558139534882,1.9074418604651164,4.725348837209301,47.0013953488372,0.5467441860465118,0.14232558139534884,3.318837209302326,42.35930232558139,-23.3953488372093
10064665,12116 Grape St,Thornton,CO,80241,4,3.0,1813,2390.0,39.91627,-104.92404,Adams 12 Five Star Schools,447562.5,2506.0,17902.5,3585.0,2294.4,2392.0999999999985,1.32,47.38558139534882,1.9074418604651164,4.725348837209301,47.0013953488372,0.5467441860465118,0.14232558139534884,3.318837209302326,42.35930232558139,-23.3953488372093
10066638,845 W 101st Pl,Northglenn,CO,80260,3,2.0,900,2100.0,39.88014,-104.9973,Adams 12 Five Star Schools,426099.95,2386.0,17044.0,3150.0,2016.0,604.0,2.33,47.38558139534882,1.9074418604651164,4.725348837209301,47.0013953488372,0.5467441860465118,0.14232558139534884,3.318837209302326,42.35930232558139,-23.3953488372093
10066807,8697 W 86th Cir,Arvada,CO,80005,4,2.0,924,2340.0,39.854,-105.09,Jefferson County R-1 School District,342083.65,1916.0,13683.35,3510.0,2246.4,6724.25,2.53,37.161395348837225,1.4451937984496122,2.891472868217054,26.137131782945733,0.624031007751938,0.13503875968992252,4.070852713178295,64.696511627907,-23.294573643410853
10066852,8736 Greengrass Way,Parker,CO,80134,3,2.0,1471,2450.0,39.55807,-104.79421,Douglas County RE 1 School District,443730.0,2485.0,17749.2,3675.0,2352.0,3138.7999999999997,1.67,10.782600000000002,1.2924,4.6368,13.5866,0.4134,0.10700000000000001,5.688199999999999,74.27559999999997,10.24
10066854,8738 Snowbird Way,Parker,CO,80134,3,3.0,1307,2380.0,39.55829,-104.79605,Douglas County RE 1 School District,444765.0,2491.0,17790.6,3570.0,2284.8,2423.600000000002,1.82,10.782600000000002,1.2924,4.6368,13.5866,0.4134,0.10700000000000001,5.688199999999999,74.27559999999997,10.24
10066974,8956 W 88th Pl,Westminster,CO,80021,3,1.5,1325,2322.0,39.85753,-105.09709,Jefferson County R-1 School District,333335.0,1867.0,13333.4,3483.0,2229.12,6951.48,1.75,37.161395348837225,1.4451937984496122,2.891472868217054,26.137131782945733,0.624031007751938,0.13503875968992252,4.070852713178295,64.696511627907,-23.294573643410853
10068352,9051 Bermuda Run Cir,Highlands Ranch,CO,80130,3,2.0,1322,2450.0,39.55173,-104.91204,Douglas County RE 1 School District,507635.0,2843.0,20305.4,3675.0,2352.0,224.59999999999852,1.85,10.782600000000002,1.2924,4.6368,13.5866,0.4134,0.10700000000000001,5.688199999999999,74.27559999999997,10.24
10071120,9131 Judson St,Westminster,CO,80031,4,2.0,1800,2605.0,39.86246,-105.02907,Westminster 50 School District,394129.95,2207.0,15765.2,3907.5,2500.8,6879.5,1.45,80.54846153846155,1.94,3.9353846153846153,74.72769230769231,0.6761538461538461,0.5938461538461538,2.2469230769230766,15.878461538461538,-19.692307692307693
10072754,9434 Brentwood St,Westminster,CO,80021,3,2.0,1915,2615.0,39.87,-105.09,Jefferson County R-1 School District,450817.45,2525.0,18032.7,3922.5,2510.4,4389.4000000000015,1.37,37.161395348837225,1.4451937984496122,2.891472868217054,26.137131782945733,0.624031007751938,0.13503875968992252,4.070852713178295,64.696511627907,-23.294573643410853
10073279,9731 W 104th Dr,Westminster,CO,80021,3,2.0,1144,2345.0,39.884,-105.107,Jefferson County R-1 School District,428039.95,2397.0,17121.6,3517.5,2251.2000000000003,2852.7000000000007,2.05,37.161395348837225,1.4451937984496122,2.891472868217054,26.137131782945733,0.624031007751938,0.13503875968992252,4.070852713178295,64.696511627907,-23.294573643410853
10096018,7025 Zenobia St,Westminster,CO,80030,4,2.0,1904,2831.0,39.82508,-105.05287,Westminster 50 School District,434018.65,2431.0,17360.75,4246.5,2717.76,7215.989999999998,1.49,80.54846153846155,1.94,3.9353846153846153,74.72769230769231,0.6761538461538461,0.5938461538461538,2.2469230769230766,15.878461538461538,-19.692307692307693
10096455,5183 E 119th Way,Thornton,CO,80233,3,2.5,1405,2600.0,39.91292,-104.92692,Adams 12 Five Star Schools,431814.5,2418.0,17272.58,3900.0,2496.0,5113.419999999998,1.85,47.38558139534882,1.9074418604651164,4.725348837209301,47.0013953488372,0.5467441860465118,0.14232558139534884,3.318837209302326,42.35930232558139,-23.3953488372093
10096530,5120 Troy St,Denver,CO,80239,3,2.0,1864,2596.0,39.78991,-104.84171,Denver County 1 School District,384790.0,2155.0,15391.6,3894.0,2492.16,7219.239999999998,1.39,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
10110154,11039 Grange Creek Dr,Thornton,CO,80233,4,2.0,1885,2845.0,39.89594,-104.92393,Adams 12 Five Star Schools,409053.35,2291.0,16362.13,4267.5,2731.2000000000003,8488.169999999998,1.51,47.38558139534882,1.9074418604651164,4.725348837209301,47.0013953488372,0.5467441860465118,0.14232558139534884,3.318837209302326,42.35930232558139,-23.3953488372093
10110158,5431 S Genoa St,Centennial,CO,80015,4,3.5,2185,2800.0,39.617647,-104.757882,Cherry Creek 5 School District,504880.0,2827.0,20195.2,4200.0,2688.0,3689.7999999999993,1.28,31.316206896551716,10.956379310344833,8.528620689655174,20.997586206896553,0.5799999999999998,0.26362068965517244,8.194137931034483,50.48,-29.53448275862069
10110559,11062 Wolff Way,Westminster,CO,80031,3,2.5,2142,2845.0,39.8973,-105.04747,Adams 12 Five Star Schools,568305.0,3183.0,22732.2,4267.5,2731.2000000000003,1226.0999999999983,1.33,47.38558139534882,1.9074418604651164,4.725348837209301,47.0013953488372,0.5467441860465118,0.14232558139534884,3.318837209302326,42.35930232558139,-23.3953488372093
10110567,3604 S Flanders St,Aurora,CO,80013,4,2.0,1862,2639.0,39.65063,-104.75707,Cherry Creek 5 School District,419080.0,2347.0,16763.2,3958.5,2533.44,6065.860000000001,1.42,31.316206896551716,10.956379310344833,8.528620689655174,20.997586206896553,0.5799999999999998,0.26362068965517244,8.194137931034483,50.48,-29.53448275862069
10110597,1965 Rosemary St,Denver,CO,80220,3,2.0,1463,2585.0,39.74659,-104.90021,Denver County 1 School District,485400.0,2718.0,19416.0,3877.5,2481.6,2526.900000000001,1.77,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
10111186,3770 S Jebel Way,Aurora,CO,80013,4,2.5,2182,2699.0,39.64782,-104.75018,Cherry Creek 5 School District,442894.95,2480.0,17715.8,4048.5,2591.04,5552.66,1.24,31.316206896551716,10.956379310344833,8.528620689655174,20.997586206896553,0.5799999999999998,0.26362068965517244,8.194137931034483,50.48,-29.53448275862069
10111591,4797 S Quintero St,Aurora,CO,80015,4,2.5,1585,2525.0,39.62973,-104.78688,Cherry Creek 5 School District,383583.65,2148.0,15343.35,3787.5,2424.0,6597.1500000000015,1.59,31.316206896551716,10.956379310344833,8.528620689655174,20.997586206896553,0.5799999999999998,0.26362068965517244,8.194137931034483,50.48,-29.53448275862069
10111679,3597 S Halifax Way,Aurora,CO,80013,3,2.5,1830,2600.0,39.65118,-104.75496,Cherry Creek 5 School District,422705.0,2367.0,16908.2,3900.0,2496.0,5528.799999999999,1.42,31.316206896551716,10.956379310344833,8.528620689655174,20.997586206896553,0.5799999999999998,0.26362068965517244,8.194137931034483,50.48,-29.53448275862069
10111927,3663 E 133rd Ct,Thornton,CO,80241,3,2.5,2240,2750.0,39.93676,-104.94433,Adams 12 Five Star Schools,492140.0,2756.0,19685.6,4125.0,2640.0,3793.4000000000015,1.23,47.38558139534882,1.9074418604651164,4.725348837209301,47.0013953488372,0.5467441860465118,0.14232558139534884,3.318837209302326,42.35930232558139,-23.3953488372093
10112259,2464 S Gibralter Way,Aurora,CO,80013,3,2.5,1582,2510.0,39.67377,-104.75468,Adams-Arapahoe 28J School District,460885.0,2581.0,18435.4,3765.0,2409.6,2929.0,1.59,77.80837209302327,16.370465116279068,5.282325581395349,55.53395348837209,0.7425581395348836,1.0704651162790697,6.084186046511626,14.91813953488372,-39.372093023255815
10112282,6486 S Dexter St,Centennial,CO,80121,5,2.0,2028,2849.0,39.59963,-104.93205,Littleton 6 School District,501260.0,2807.0,20050.4,4273.5,2735.04,4322.059999999998,1.4,20.789,1.462,2.4234999999999993,19.472499999999997,0.35200000000000004,0.15000000000000005,4.6905,71.4485,-15.7
10112362,12757 S Red Rosa Cir,Parker,CO,80134,3,2.5,2167,2890.0,39.485004,-104.783414,Douglas County RE 1 School District,612211.0,3428.0,24488.44,4335.0,2774.4,-345.8399999999965,1.33,10.782600000000002,1.2924,4.6368,13.5866,0.4134,0.10700000000000001,5.688199999999999,74.27559999999997,10.24
10112395,18275 E Bellewood Dr,Aurora,CO,80015,3,3.5,2164,2788.0,39.62502,-104.77515,Cherry Creek 5 School District,402465.0,2254.0,16098.6,4182.0,2676.48,8244.919999999998,1.29,31.316206896551716,10.956379310344833,8.528620689655174,20.997586206896553,0.5799999999999998,0.26362068965517244,8.194137931034483,50.48,-29.53448275862069
10112548,12831 Billingsley Trl,Parker,CO,80134,4,2.5,1892,2732.0,39.482911,-104.787269,Douglas County RE 1 School District,527645.8,2955.0,21105.83,4098.0,2622.7200000000003,2002.449999999997,1.44,10.782600000000002,1.2924,4.6368,13.5866,0.4134,0.10700000000000001,5.688199999999999,74.27559999999997,10.24
10115089,10062 Milwaukee St,Thornton,CO,80229,3,2.5,1591,2545.0,39.87842,-104.95208,Mapleton 1 School District,405185.0,2269.0,16207.4,3817.5,2443.2000000000003,5802.9000000000015,1.6,51.248000000000005,0.924,1.494,65.608,0.506,0.10400000000000001,1.7280000000000002,9.636,-14.8
10115252,16430 Race St,Thornton,CO,80602,3,3.0,1672,2675.0,39.99459,-104.962,Adams 12 Five Star Schools,544649.0,3050.0,21785.96,4012.5,2568.0,683.5400000000009,1.6,47.38558139534882,1.9074418604651164,4.725348837209301,47.0013953488372,0.5467441860465118,0.14232558139534884,3.318837209302326,42.35930232558139,-23.3953488372093
10115542,5558 S Ireland Way,Centennial,CO,80015,3,2.5,1846,2610.0,39.61577,-104.75141,Cherry Creek 5 School District,439560.0,2462.0,17582.4,3915.0,2505.6,4855.0,1.41,31.316206896551716,10.956379310344833,8.528620689655174,20.997586206896553,0.5799999999999998,0.26362068965517244,8.194137931034483,50.48,-29.53448275862069
10115563,15883 E Bethany Pl,Aurora,CO,80013,5,3.0,1860,2425.0,39.66316,-104.80322,Adams-Arapahoe 28J School District,393565.0,2204.0,15742.6,3637.5,2328.0,5187.9000000000015,1.3,77.80837209302327,16.370465116279068,5.282325581395349,55.53395348837209,0.7425581395348836,1.0704651162790697,6.084186046511626,14.91813953488372,-39.372093023255815
